,Accession,ncbi_AS_scores,ncbi_SH_scores,ncbi_diff_scores,ncbi_pred_class
2612,WP_135429281.1,815.9,719.9,96.0,1
2613,WP_111558221.1,830.2,719.1,111.10000000000002,1
2614,WP_126376932.1,861.9,728.2,133.69999999999993,1
2615,HAO23664.1,819.7,636.1,183.60000000000002,1
2616,TNF23294.1,830.4,715.9,114.5,1
2617,WP_111767235.1,823.0,681.4,141.60000000000002,1
2618,OHC44154.1,817.4,713.0,104.39999999999998,1
2619,WP_161925155.1,799.2,650.7,148.5,1
2620,MAT03961.1,732.8,656.3,76.5,1
2621,WP_069295307.1,818.8,633.3,185.5,1
2622,WP_140011662.1,761.7,667.8,93.90000000000009,1
2623,WP_073454499.1,784.2,630.4,153.80000000000007,1
2624,MXQ09344.1,811.5,691.9,119.60000000000002,1
2625,WP_181392138.1,862.2,745.8,116.40000000000009,1
2626,WP_161971788.1,790.7,574.7,216.0,1
2627,WP_134774664.1,775.5,662.8,112.70000000000005,1
2628,WP_055664168.1,789.8,717.2,72.59999999999991,1
2629,WP_085853092.1,763.6,714.1,49.5,1
2630,QQS02577.1,785.8,666.4,119.39999999999998,1
2631,WP_085877656.1,770.2,692.5,77.70000000000005,1
2632,WP_018986509.1,813.3,616.3,197.0,1
2633,HBU15795.1,815.8,712.6,103.19999999999993,1
2634,WP_142024662.1,800.3,716.4,83.89999999999998,1
2635,TFV94257.1,790.8,574.7,216.0999999999999,1
2636,WP_126382788.1,792.0,636.7,155.29999999999995,1
2637,TAE60816.1,800.3,682.2,118.09999999999991,1
2638,WP_014706766.1,811.7,631.3,180.4000000000001,1
2639,WP_092533740.1,798.1,650.4,147.70000000000005,1
2640,OUC05667.1,548.8,363.8,184.99999999999994,1
2641,WP_029146691.1,801.4,602.3,199.10000000000002,1
2642,WP_184511222.1,823.8,705.6,118.19999999999993,1
2643,MAL50022.1,816.5,633.7,182.79999999999995,1
2644,MBL8561772.1,820.9,713.2,107.69999999999993,1
2645,QEH94342.1,793.1,684.4,108.70000000000005,1
2646,WP_166401868.1,823.8,729.6,94.19999999999993,1
2647,NBT30680.1,771.6,698.6,73.0,1
2648,WP_194754143.1,811.7,616.6,195.10000000000002,1
2649,MBD1203423.1,832.4,722.2,110.19999999999993,1
2650,CAA9275894.1,567.5,382.9,184.60000000000002,1
2651,WP_051286987.1,794.2,578.6,215.60000000000002,1
2652,PPD11440.1,813.6,616.4,197.20000000000005,1
2653,MAP27893.1,816.8,634.8,182.0,1
2654,WP_090480886.1,814.0,679.3,134.70000000000005,1
2655,WP_008526809.1,807.8,735.5,72.29999999999995,1
2656,WP_127140224.1,796.5,597.3,199.20000000000005,1
2657,WP_029935240.1,812.2,625.3,186.9000000000001,1
2658,NQU64368.1,821.0,624.6,196.39999999999998,1
2659,WP_073419236.1,790.2,697.8,92.40000000000009,1
2660,WP_113926220.1,797.7,586.2,211.5,1
2661,WP_156073562.1,876.4,653.0,223.39999999999998,1
2662,WP_168622124.1,815.8,711.6,104.19999999999993,1
2663,KFC15749.1,828.9,680.0,148.89999999999998,1
2664,SDO17386.1,814.6,679.3,135.30000000000007,1
2665,WP_087104796.1,830.1,690.3,139.80000000000007,1
2666,WP_080462265.1,787.0,630.4,156.60000000000002,1
2667,WP_014454804.1,798.9,624.3,174.60000000000002,1
2668,WP_092607286.1,797.7,648.0,149.70000000000005,1
2669,WP_084060329.1,800.6,595.8,204.80000000000007,1
2670,AWN23694.1,862.0,745.2,116.79999999999995,1
2671,WP_192623042.1,819.7,612.8,206.9000000000001,1
2672,GGO95199.1,787.1,630.4,156.70000000000005,1
2673,OIO57395.1,827.8,678.6,149.19999999999993,1
2674,PKM63525.1,765.1,594.1,171.0,1
2675,WP_116771385.1,791.4,599.8,191.60000000000002,1
2676,OYY11768.1,794.3,565.2,229.0999999999999,1
2677,WP_162142685.1,804.6,568.9,235.70000000000005,1
2678,ODU13347.1,820.1,624.9,195.20000000000005,1
2679,WP_166608593.1,814.7,688.3,126.40000000000009,1
2680,WP_112114525.1,877.2,653.7,223.5,1
2681,CED90146.1,799.9,652.5,147.39999999999998,1
2682,HGG71768.1,791.0,580.8,210.20000000000005,1
2683,MBC7156752.1,780.9,694.1,86.79999999999995,1
2684,WP_149273323.1,799.8,600.4,199.39999999999998,1
2685,WP_002537044.1,827.9,678.8,149.10000000000002,1
2686,WP_096382009.1,780.6,651.5,129.10000000000002,1
2687,KPQ20099.1,802.4,568.1,234.29999999999995,1
2688,WP_006860455.1,934.5,636.4,298.1,1
2689,HBU77771.1,802.0,603.6,198.39999999999998,1
2690,WP_121032145.1,821.9,705.2,116.69999999999993,1
2691,WP_159302424.1,790.7,598.0,192.70000000000005,1
2692,WP_117527311.1,876.3,652.9,223.39999999999998,1
2693,PIY28104.1,806.8,611.1,195.69999999999993,1
2694,HHX82898.1,793.9,609.3,184.60000000000002,1
2695,WP_104432975.1,785.0,668.6,116.39999999999998,1
2696,MBK8440613.1,812.1,706.9,105.20000000000005,1
2697,HHS94788.1,815.6,710.1,105.5,1
2698,MBK8866890.1,824.5,683.2,141.29999999999995,1
2699,MBK6998827.1,818.0,603.3,214.70000000000005,1
2700,WP_198915874.1,781.3,717.5,63.799999999999955,1
2701,WP_129474294.1,796.9,711.3,85.60000000000002,1
2702,WP_119476125.1,781.4,565.2,216.19999999999993,1
2703,WP_128117437.1,878.4,653.2,225.19999999999993,1
2704,WP_142221502.1,811.4,688.6,122.79999999999995,1
2705,PZA02695.1,825.9,677.5,148.39999999999998,1
2706,WP_188525731.1,810.9,694.4,116.5,1
2707,WP_024281907.1,802.7,568.1,234.60000000000002,1
2708,WP_087247571.1,890.5,626.3,264.20000000000005,1
2709,WP_166581282.1,772.4,711.6,60.799999999999955,1
2710,MBK8469429.1,828.8,683.0,145.79999999999995,1
2711,WP_117622166.1,951.4,632.3,319.1,1
2712,WP_108969270.1,799.3,651.6,147.69999999999993,1
2713,NBI82884.1,873.3,649.1,224.19999999999993,1
2714,WP_135510393.1,811.0,715.4,95.60000000000002,1
2715,WP_032386287.1,799.0,676.6,122.39999999999998,1
2716,PKM70095.1,762.7,595.2,167.5,1
2717,MAO16832.1,802.2,600.7,201.5,1
2718,WP_099572143.1,789.4,590.4,199.0,1
2719,NBH78041.1,873.6,649.9,223.70000000000005,1
2720,WP_115383560.1,816.6,719.1,97.5,1
2721,WP_155560914.1,944.7,623.4,321.30000000000007,1
2722,WP_073333326.1,796.9,649.7,147.19999999999993,1
2723,WP_182782285.1,841.1,723.6,117.5,1
2724,MBE2277934.1,812.7,701.2,111.5,1
2725,MBE6474554.1,797.9,651.3,146.60000000000002,1
2726,WP_191539890.1,865.0,647.0,218.0,1
2727,WP_185797776.1,817.8,706.8,111.0,1
2728,WP_110323469.1,953.7,632.8,320.9000000000001,1
2729,MBL7760042.1,806.9,598.6,208.29999999999995,1
2730,WP_187023452.1,952.7,632.2,320.5,1
2731,WP_032390344.1,796.9,674.0,122.89999999999998,1
2732,WP_149737799.1,811.8,705.8,106.0,1
2733,WP_111818854.1,798.9,651.6,147.29999999999995,1
2734,WP_158398217.1,875.6,652.6,223.0,1
2735,NJS38497.1,817.2,709.9,107.30000000000007,1
2736,WP_067941310.1,805.4,651.2,154.19999999999993,1
2737,SIQ28016.1,811.4,705.6,105.79999999999995,1
2738,WP_182816217.1,819.4,701.6,117.79999999999995,1
2739,NBV09932.1,765.0,563.3,201.70000000000005,1
2740,WP_094682157.1,803.3,683.0,120.29999999999995,1
2741,WP_164710460.1,785.4,711.2,74.19999999999993,1
2742,WP_126593144.1,790.7,588.7,202.0,1
2743,WP_102343025.1,936.7,611.4,325.30000000000007,1
2744,WP_028461969.1,821.7,611.2,210.5,1
2745,AXV07251.1,785.5,711.2,74.29999999999995,1
2746,WP_015746983.1,821.8,708.1,113.69999999999993,1
2747,WP_114348011.1,827.0,721.0,106.0,1
2748,NLE18315.1,819.4,701.7,117.69999999999993,1
2749,WP_118042911.1,947.2,625.8,321.4000000000001,1
2750,NQV11244.1,791.0,604.6,186.39999999999998,1
2751,WP_006772537.1,947.0,625.7,321.29999999999995,1
2752,WP_113992990.1,875.7,651.9,223.80000000000007,1
2753,WP_197704575.1,806.7,693.8,112.90000000000009,1
2754,MBK9256035.1,788.1,585.6,202.5,1
2755,MBE2208511.1,805.5,683.7,121.79999999999995,1
2756,SOD71394.1,806.5,693.8,112.70000000000005,1
2757,WP_154255947.1,877.0,654.6,222.39999999999998,1
2758,WP_092190335.1,813.1,609.8,203.30000000000007,1
2759,WP_094644023.1,798.6,677.3,121.30000000000007,1
2760,WP_027860318.1,786.4,690.8,95.60000000000002,1
2761,MTD13346.1,809.0,675.1,133.89999999999998,1
2762,WP_013492632.1,802.1,694.8,107.30000000000007,1
2763,WP_055650833.1,946.6,625.6,321.0,1
2764,RZL78318.1,798.3,676.7,121.59999999999991,1
2765,WP_127657396.1,771.3,685.5,85.79999999999995,1
2766,WP_114609851.1,801.8,693.5,108.29999999999995,1
2767,WP_204144606.1,772.5,667.1,105.39999999999998,1
2768,WP_154767930.1,808.8,675.3,133.5,1
2769,WP_091115639.1,809.5,696.7,112.79999999999995,1
2770,WP_068381675.1,775.4,671.0,104.39999999999998,1
2771,WP_127843056.1,795.2,641.2,154.0,1
2772,WP_158405287.1,875.5,652.5,223.0,1
2773,WP_064659212.1,825.3,679.8,145.5,1
2774,WP_094718150.1,798.4,676.8,121.60000000000002,1
2775,WP_184495653.1,791.9,569.1,222.79999999999995,1
2776,WP_187177040.1,787.4,577.8,209.60000000000002,1
2777,SCX12401.1,896.6,605.3,291.30000000000007,1
2778,WP_097773828.1,877.6,653.3,224.30000000000007,1
2779,WP_124843077.1,844.0,715.8,128.20000000000005,1
2780,WP_131167700.1,830.5,715.7,114.79999999999995,1
2781,HCT62719.1,766.2,581.5,184.70000000000005,1
2782,WP_117477035.1,875.9,652.8,223.10000000000002,1
2783,WP_015582922.1,835.7,689.8,145.9000000000001,1
2784,MBI1416002.1,780.1,705.7,74.39999999999998,1
2785,HES76000.1,798.5,614.3,184.20000000000005,1
2786,MBI3137667.1,789.3,592.6,196.69999999999993,1
2787,WP_172191878.1,795.9,641.7,154.19999999999993,1
2788,WP_157965477.1,782.7,706.2,76.5,1
2789,WP_015011493.1,827.3,680.5,146.79999999999995,1
2790,WP_166669373.1,801.1,566.6,234.5,1
2791,SHJ06017.1,783.1,723.2,59.89999999999998,1
2792,WP_109323470.1,781.0,577.6,203.39999999999998,1
2793,RKJ76787.1,869.6,646.7,222.89999999999998,1
2794,WP_194784962.1,800.3,648.3,152.0,1
2795,WP_133555248.1,767.9,554.8,213.10000000000002,1
2796,WP_117506014.1,875.8,652.3,223.5,1
2797,WP_142205284.1,818.5,705.2,113.29999999999995,1
2798,WP_084140603.1,781.4,722.8,58.60000000000002,1
2799,PKN42892.1,816.8,618.0,198.79999999999995,1
2800,NYI11736.1,769.1,696.1,73.0,1
2801,WP_117929615.1,873.2,650.9,222.30000000000007,1
2802,WP_083454632.1,802.6,699.8,102.80000000000007,1
2803,WP_166858120.1,790.4,638.4,152.0,1
2804,HGG29970.1,805.3,595.3,210.0,1
2805,WP_071800357.1,792.4,603.3,189.10000000000002,1
2806,WP_002534463.1,826.0,680.3,145.70000000000005,1
2807,WP_078785578.1,872.2,653.1,219.10000000000002,1
2808,WP_179533276.1,768.5,696.1,72.39999999999998,1
2809,NBK14866.1,898.4,607.5,290.9,1
2810,WP_149794506.1,875.1,652.9,222.20000000000005,1
2811,WP_094715017.1,799.0,676.4,122.60000000000002,1
2812,WP_032375441.1,800.9,678.5,122.39999999999998,1
2813,WP_071348675.1,834.6,690.4,144.20000000000005,1
2814,WP_154252445.1,875.5,652.7,222.79999999999995,1
2815,WP_159900086.1,789.0,681.1,107.89999999999998,1
2816,WP_130312620.1,689.4,966.4,-277.0,0
2817,WP_117476333.1,870.9,647.0,223.89999999999998,1
2818,SCH69451.1,876.4,653.6,222.79999999999995,1
2819,CCZ57843.1,942.9,620.6,322.29999999999995,1
2820,WP_111394603.1,780.0,573.4,206.60000000000002,1
2821,WP_142185447.1,814.6,692.1,122.5,1
2822,WP_201011188.1,799.9,677.3,122.60000000000002,1
2823,MBI2731246.1,785.2,566.8,218.4000000000001,1
2824,WP_125171683.1,819.4,709.3,110.10000000000002,1
2825,WP_117633208.1,955.8,634.4,321.4,1
2826,WP_098469216.1,793.8,685.1,108.69999999999993,1
2827,WP_094612392.1,801.5,681.4,120.10000000000002,1
2828,WP_032390530.1,798.7,676.8,121.90000000000009,1
2829,WP_057472825.1,794.2,674.1,120.10000000000002,1
2830,RZU25788.1,689.5,966.8,-277.29999999999995,0
2831,WP_002519060.1,824.8,678.8,146.0,1
2832,WP_124933060.1,810.3,658.6,151.69999999999993,1
2833,TBH70805.1,779.1,575.4,203.70000000000005,1
2834,WP_029467571.1,952.7,631.4,321.30000000000007,1
2835,NNL18576.1,816.3,710.0,106.29999999999995,1
2836,PFG20196.1,793.9,685.1,108.79999999999995,1
2837,WP_112148733.1,876.9,653.9,223.0,1
2838,WP_086615841.1,797.1,650.6,146.5,1
2839,WP_002523850.1,826.5,679.5,147.0,1
2840,WP_117534437.1,879.5,653.6,225.89999999999998,1
2841,WP_156073608.1,876.1,653.3,222.80000000000007,1
2842,WP_053587820.1,802.2,646.4,155.80000000000007,1
2843,WP_142178546.1,817.7,683.8,133.9000000000001,1
2844,SFA77240.1,784.2,693.3,90.90000000000009,1
2845,WP_091845616.1,781.9,722.5,59.39999999999998,1
2846,WP_172121220.1,797.8,643.0,154.79999999999995,1
2847,MBA2349316.1,724.0,669.3,54.700000000000045,1
2848,WP_129873257.1,874.4,653.2,221.19999999999993,1
2849,WP_032381355.1,797.7,673.1,124.60000000000002,1
2850,MBL9073608.1,825.2,708.9,116.30000000000007,1
2851,WP_018301975.1,791.0,716.0,75.0,1
2852,WP_154259406.1,874.9,652.2,222.69999999999993,1
2853,WP_032407292.1,796.0,674.3,121.70000000000005,1
2854,WP_032400255.1,797.5,674.5,123.0,1
2855,WP_071346205.1,833.0,689.6,143.39999999999998,1
2856,WP_144857269.1,795.0,684.5,110.5,1
2857,SEN48232.1,783.8,722.9,60.89999999999998,1
2858,WP_043563545.1,801.5,649.2,152.29999999999995,1
2859,WP_117535006.1,877.6,652.5,225.10000000000002,1
2860,WP_032369665.1,797.0,675.8,121.20000000000005,1
2861,CBK98444.1,875.0,652.1,222.89999999999998,1
2862,WP_115967045.1,775.0,670.5,104.5,1
2863,WP_197161807.1,798.4,597.5,200.89999999999998,1
2864,WP_002605434.1,950.1,634.4,315.70000000000005,1
2865,WP_002529936.1,823.2,677.9,145.30000000000007,1
2866,WP_156065048.1,873.2,650.4,222.80000000000007,1
2867,PZU34443.1,799.9,646.4,153.5,1
2868,WP_091193376.1,785.2,694.7,90.5,1
2869,HHU10173.1,801.5,688.6,112.89999999999998,1
2870,SDI81045.1,813.7,697.0,116.70000000000005,1
2871,WP_117529827.1,874.0,653.1,220.89999999999998,1
2872,WP_087385218.1,889.8,626.3,263.5,1
2873,WP_167674837.1,788.6,687.3,101.30000000000007,1
2874,WP_189633027.1,813.6,715.3,98.30000000000007,1
2875,SCH85911.1,874.0,651.5,222.5,1
2876,WP_085525990.1,806.7,691.2,115.5,1
2877,WP_156069217.1,875.6,652.5,223.10000000000002,1
2878,WP_202711708.1,834.2,687.9,146.30000000000007,1
2879,WP_166087110.1,761.4,665.1,96.29999999999995,1
2880,WP_112121393.1,874.5,653.6,220.89999999999998,1
2881,WP_051408451.1,787.5,566.6,220.89999999999998,1
2882,WP_135838623.1,791.0,710.0,81.0,1
2883,WP_014598491.1,821.3,676.9,144.39999999999998,1
2884,KIQ10205.1,781.1,665.1,116.0,1
2885,RHW03505.1,823.8,676.6,147.19999999999993,1
2886,WP_032365344.1,796.7,674.8,121.90000000000009,1
2887,WP_002520435.1,825.6,679.7,145.89999999999998,1
2888,WP_094668797.1,800.2,680.4,119.80000000000007,1
2889,WP_167329648.1,796.6,675.5,121.10000000000002,1
2890,WP_026426354.1,801.9,651.5,150.39999999999998,1
2891,WP_027498104.1,801.0,678.5,122.5,1
2892,WP_097793581.1,873.1,653.1,220.0,1
2893,WP_146287724.1,818.1,701.1,117.0,1
2894,NIL74261.1,788.7,687.3,101.40000000000009,1
2895,KRB45443.1,826.7,688.2,138.5,1
2896,WP_056069631.1,779.2,664.2,115.0,1
2897,WP_157623181.1,825.7,686.3,139.4000000000001,1
2898,WP_156058819.1,875.1,653.4,221.70000000000005,1
2899,OYX20962.1,762.3,563.1,199.19999999999993,1
2900,WP_120079949.1,876.5,653.4,223.10000000000002,1
2901,WP_094629570.1,800.5,682.8,117.70000000000005,1
2902,WP_016322803.1,903.6,607.7,295.9,1
2903,WP_032394055.1,801.9,683.0,118.89999999999998,1
2904,WP_088921822.1,843.6,710.3,133.30000000000007,1
2905,WP_002515509.1,819.7,674.2,145.5,1
2906,WP_008732155.1,794.4,640.5,153.89999999999998,1
2907,WP_017194130.1,793.9,640.1,153.79999999999995,1
2908,WP_144803219.1,790.7,593.7,197.0,1
2909,WP_191398569.1,936.2,626.9,309.30000000000007,1
2910,WP_026408174.1,797.8,644.3,153.5,1
2911,WP_200937821.1,744.9,665.1,79.79999999999995,1
2912,WP_117554845.1,873.5,650.5,223.0,1
2913,WP_157610894.1,825.2,686.5,138.70000000000005,1
2914,WP_147609057.1,869.9,651.1,218.79999999999995,1
2915,OYU19481.1,835.1,718.3,116.80000000000007,1
2916,WP_026410640.1,795.0,644.8,150.20000000000005,1
2917,KRF41296.1,826.2,688.4,137.80000000000007,1
2918,WP_094692799.1,799.1,677.1,122.0,1
2919,WP_118528581.1,876.4,652.9,223.5,1
2920,WP_093416609.1,767.7,685.6,82.10000000000002,1
2921,WP_042576421.1,781.3,665.1,116.19999999999993,1
2922,WP_045840725.1,797.3,676.2,121.09999999999991,1
2923,MAN87811.1,796.9,576.2,220.69999999999993,1
2924,MBK8518158.1,766.3,564.9,201.39999999999998,1
2925,WP_097771698.1,874.5,651.5,223.0,1
2926,WP_068052936.1,799.0,680.9,118.10000000000002,1
2927,WP_005945042.1,870.9,650.0,220.89999999999998,1
2928,WP_171326265.1,782.9,697.6,85.29999999999995,1
2929,WP_139978965.1,783.6,692.1,91.5,1
2930,WP_002530500.1,823.2,680.1,143.10000000000002,1
2931,SIN96777.1,778.7,566.1,212.60000000000002,1
2932,WP_094641225.1,799.2,679.6,119.60000000000002,1
2933,OAK52888.1,787.4,686.3,101.10000000000002,1
2934,WP_094681052.1,802.5,680.5,122.0,1
2935,ASJ72644.1,843.5,710.1,133.39999999999998,1
2936,WP_094659325.1,802.1,683.2,118.89999999999998,1
2937,WP_156076422.1,876.5,651.7,224.79999999999995,1
2938,WP_003788426.1,814.5,654.9,159.60000000000002,1
2939,WP_156069969.1,873.2,653.0,220.20000000000005,1
2940,WP_119835420.1,797.4,644.7,152.69999999999993,1
2941,HAH36166.1,795.9,574.1,221.79999999999995,1
2942,WP_186850238.1,871.7,647.4,224.30000000000007,1
2943,WP_055186454.1,875.3,652.7,222.5999999999999,1
2944,WP_158396124.1,872.1,651.2,220.89999999999998,1
2945,WP_174551446.1,787.5,686.3,101.20000000000005,1
2946,WP_048316000.1,797.7,675.3,122.40000000000009,1
2947,WP_097781452.1,872.4,652.3,220.10000000000002,1
2948,HAP96824.1,821.7,676.0,145.70000000000005,1
2949,WP_089261007.1,788.4,590.5,197.89999999999998,1
2950,OHC84444.1,792.9,559.2,233.69999999999993,1
2951,WP_074226122.1,778.7,566.1,212.60000000000002,1
2952,WP_014684297.1,830.4,724.8,105.60000000000002,1
2953,WP_089375308.1,817.7,615.4,202.30000000000007,1
2954,WP_098924105.1,876.0,653.5,222.5,1
2955,MBA4198131.1,781.7,579.3,202.4000000000001,1
2956,WP_121117293.1,780.2,677.2,103.0,1
2957,WP_094646984.1,801.5,681.6,119.89999999999998,1
2958,WP_166283595.1,820.8,702.7,118.09999999999991,1
2959,OGS57842.1,781.2,603.7,177.5,1
2960,MBL0024001.1,764.3,566.1,198.19999999999993,1
2961,WP_070512364.1,812.0,652.8,159.20000000000005,1
2962,WP_135040960.1,797.3,675.5,121.79999999999995,1
2963,WP_118173785.1,936.2,630.0,306.20000000000005,1
2964,WP_094688016.1,796.7,676.6,120.10000000000002,1
2965,WP_045199169.1,800.8,681.4,119.39999999999998,1
2966,WP_106492759.1,971.2,647.6,323.6,1
2967,WP_094685193.1,800.6,679.8,120.80000000000007,1
2968,WP_197150237.1,793.0,594.0,199.0,1
2969,WP_019882762.1,803.9,611.9,192.0,1
2970,WP_024929131.1,804.8,612.2,192.5999999999999,1
2971,WP_145224517.1,796.4,684.0,112.39999999999998,1
2972,WP_098816676.1,822.2,677.1,145.10000000000002,1
2973,MAL13983.1,795.6,575.6,220.0,1
2974,WP_156069241.1,872.3,652.5,219.79999999999995,1
2975,WP_032506087.1,821.7,673.0,148.70000000000005,1
2976,WP_078784736.1,867.1,646.0,221.10000000000002,1
2977,WP_092373013.1,815.7,612.1,203.60000000000002,1
2978,WP_002526264.1,821.8,680.1,141.69999999999993,1
2979,WP_094628400.1,757.5,657.4,100.10000000000002,1
2980,WP_094710153.1,756.5,657.0,99.5,1
2981,RVT85745.1,762.4,692.6,69.79999999999995,1
2982,PJC13923.1,818.2,614.1,204.10000000000002,1
2983,WP_097771421.1,871.2,650.1,221.10000000000002,1
2984,WP_114328692.1,785.8,684.0,101.79999999999995,1
2985,WP_072805549.1,778.5,675.0,103.5,1
2986,WP_121873305.1,802.5,683.3,119.20000000000005,1
2987,SCJ43499.1,969.3,644.9,324.4,1
2988,WP_020112622.1,756.7,657.5,99.20000000000005,1
2989,WP_002517858.1,820.8,679.5,141.29999999999995,1
2990,OIP20007.1,815.0,610.8,204.20000000000005,1
2991,MBD9050060.1,921.4,617.5,303.9,1
2992,WP_117961366.1,936.7,625.1,311.6,1
2993,VUX11629.1,934.8,624.9,309.9,1
2994,WP_158402980.1,874.7,652.3,222.4000000000001,1
2995,MBF9059515.1,807.8,701.4,106.39999999999998,1
2996,WP_094666449.1,793.1,672.7,120.39999999999998,1
2997,WP_097773141.1,874.3,653.9,220.39999999999998,1
2998,ESW61295.1,842.2,722.0,120.20000000000005,1
2999,MBA4350831.1,839.6,717.0,122.60000000000002,1
3000,MBA3531506.1,552.0,384.6,167.39999999999998,1
3001,WP_037191456.1,798.9,678.9,120.0,1
3002,MBL8504756.1,822.9,625.5,197.39999999999998,1
3003,SEB52466.1,776.7,694.9,81.80000000000007,1
3004,MBL7743221.1,795.6,587.0,208.60000000000002,1
3005,WP_144367191.1,935.1,625.5,309.6,1
3006,WP_186851176.1,873.3,650.3,223.0,1
3007,NGZ45142.1,769.8,563.5,206.29999999999995,1
3008,WP_002525844.1,816.0,675.2,140.79999999999995,1
3009,BBB61866.1,707.3,914.7,-207.4000000000001,0
3010,MBD9049451.1,924.3,616.9,307.4,1
3011,MBC7638789.1,808.2,694.6,113.60000000000002,1
3012,WP_175539788.1,776.9,695.0,81.89999999999998,1
3013,WP_025871863.1,823.1,625.6,197.5,1
3014,WP_005934842.1,874.8,651.3,223.5,1
3015,TAE17838.1,782.0,589.4,192.60000000000002,1
3016,WP_063216020.1,792.7,669.2,123.5,1
3017,WP_087386070.1,913.6,602.7,310.9,1
3018,WP_162062006.1,706.2,909.4,-203.19999999999993,0
3019,WP_047517342.1,805.3,611.0,194.29999999999995,1
3020,WP_075415897.1,811.4,655.3,156.10000000000002,1
3021,WP_179462984.1,781.1,672.4,108.70000000000005,1
3022,WP_195393720.1,795.0,633.6,161.39999999999998,1
3023,WP_094633891.1,796.6,677.3,119.30000000000007,1
3024,NYG37647.1,780.9,672.2,108.69999999999993,1
3025,PWM57723.1,919.2,609.1,310.1,1
3026,WP_006547890.1,795.8,634.5,161.29999999999995,1
3027,WP_002525030.1,818.2,675.9,142.30000000000007,1
3028,WP_156182637.1,873.8,651.8,222.0,1
3029,KGF00712.1,795.5,634.7,160.79999999999995,1
3030,WP_175557936.1,797.2,575.6,221.60000000000002,1
3031,WP_014166907.1,818.7,675.2,143.5,1
3032,NBI62086.1,866.4,630.5,235.89999999999998,1
3033,WP_156066755.1,873.2,649.1,224.10000000000002,1
3034,WP_101638373.1,795.9,634.6,161.29999999999995,1
3035,CAA9299713.1,810.8,693.7,117.09999999999991,1
3036,WP_164611757.1,821.2,717.2,104.0,1
3037,WP_016667410.1,832.2,689.1,143.10000000000002,1
3038,WP_037141174.1,756.5,657.1,99.39999999999998,1
3039,WP_087940110.1,786.8,571.8,215.0,1
3040,WP_076139139.1,810.5,656.8,153.70000000000005,1
3041,MBD9338438.1,936.9,625.3,311.6,1
3042,WP_094713739.1,754.1,653.0,101.10000000000002,1
3043,WP_019665441.1,755.2,654.6,100.60000000000002,1
3044,WP_181409448.1,782.7,654.2,128.5,1
3045,WP_100197765.1,832.9,714.7,118.19999999999993,1
3046,WP_118554063.1,874.1,653.3,220.80000000000007,1
3047,MBI2272738.1,787.3,582.7,204.5999999999999,1
3048,NCD20452.1,827.7,731.9,95.80000000000007,1
3049,WP_094652130.1,793.4,670.1,123.29999999999995,1
3050,WP_055190957.1,871.8,650.6,221.19999999999993,1
3051,WP_201444344.1,812.3,652.7,159.5999999999999,1
3052,WP_149407572.1,798.0,681.0,117.0,1
3053,WP_194708092.1,762.7,681.5,81.20000000000005,1
3054,WP_202725163.1,834.9,687.5,147.39999999999998,1
3055,MSY85415.1,770.0,689.2,80.79999999999995,1
3056,WP_117890229.1,935.8,627.5,308.29999999999995,1
3057,NJK44483.1,787.3,642.8,144.5,1
3058,WP_154277082.1,874.6,650.5,224.10000000000002,1
3059,CUQ73371.1,935.9,625.4,310.5,1
3060,WP_117525378.1,968.4,643.2,325.19999999999993,1
3061,WP_191429545.1,932.9,625.4,307.5,1
3062,WP_118634478.1,968.3,644.5,323.79999999999995,1
3063,WP_117705061.1,896.6,613.1,283.5,1
3064,OYU54137.1,791.9,586.0,205.89999999999998,1
3065,WP_118188117.1,931.0,624.5,306.5,1
3066,WP_122262131.1,779.6,672.7,106.89999999999998,1
3067,CAE7486385.1,704.3,636.5,67.79999999999995,1
3068,WP_173885824.1,968.2,643.4,324.80000000000007,1
3069,WP_195937190.1,933.7,622.7,311.0,1
3070,WP_173734266.1,938.6,627.5,311.1,1
3071,WP_055148228.1,936.2,626.0,310.20000000000005,1
3072,RKI70057.1,886.7,604.3,282.4000000000001,1
3073,WP_112145073.1,870.8,648.9,221.89999999999998,1
3074,WP_118576588.1,967.5,643.6,323.9,1
3075,WP_033188039.1,755.9,657.5,98.39999999999998,1
3076,WP_117579333.1,931.3,624.0,307.29999999999995,1
3077,MBI2284843.1,791.5,588.2,203.29999999999995,1
3078,OYY50915.1,799.5,622.5,177.0,1
3079,WP_203750114.1,833.4,694.5,138.89999999999998,1
3080,RTL58472.1,787.7,572.4,215.30000000000007,1
3081,NNE77101.1,741.9,548.6,193.29999999999995,1
3082,WP_048684459.1,793.0,631.1,161.89999999999998,1
3083,WP_051612929.1,789.9,676.6,113.29999999999995,1
3084,PWM75622.1,942.2,613.3,328.9000000000001,1
3085,MBK8349633.1,779.6,562.5,217.10000000000002,1
3086,CDD98317.1,963.3,640.4,322.9,1
3087,WP_097189101.1,778.4,667.9,110.5,1
3088,WP_097840133.1,870.9,649.5,221.39999999999998,1
3089,WP_094732096.1,752.6,652.3,100.30000000000007,1
3090,WP_094654503.1,753.8,653.7,100.09999999999991,1
3091,MST66610.1,967.9,643.6,324.29999999999995,1
3092,WP_118106729.1,931.9,623.7,308.19999999999993,1
3093,WP_075407361.1,810.7,655.5,155.20000000000005,1
3094,MSS58034.1,937.9,610.7,327.19999999999993,1
3095,CDB20891.1,967.7,643.5,324.20000000000005,1
