,accession,has_S
2104,WP_062558080.1,0
2105,WP_189007393.1,0
2106,HEC72858.1,0
2107,WP_084343283.1,0
2108,NNM17961.1,0
2109,NNM68636.1,0
2110,PPD36445.1,0
2111,HEI24359.1,0
2112,MPY65190.1,0
2113,WP_163607670.1,0
2114,WP_013012605.1,0
2115,PZV26388.1,0
2116,WP_073621666.1,0
2117,WP_010851643.1,0
2118,MBC7374735.1,0
2119,MBB1078022.1,0
2120,WP_093991435.1,0
2121,OIO68834.1,0
2122,WP_156415610.1,0
2123,VEP41145.1,0
2124,WP_138837227.1,0
2125,WP_087169918.1,0
2126,KRF45212.1,0
2127,WP_121337638.1,0
2128,WP_019557552.1,0
2129,WP_090207243.1,0
2130,MBG6217624.1,0
2131,WP_013818923.1,0
2132,MBK9160978.1,0
2133,NNC35397.1,0
2134,RMH57341.1,0
2135,OJV57226.1,0
2136,WP_017868998.1,0
2137,WP_197971823.1,0
2138,WP_078920160.1,0
2139,MPS47534.1,0
2140,WP_027887718.1,0
2141,GGK25697.1,0
2142,NNF24348.1,0
2143,NNK30839.1,0
2144,WP_069015668.1,0
2145,WP_007425390.1,0
2146,WP_119647560.1,0
2147,WP_130180405.1,0
2148,WP_143388497.1,0
2149,PTW90787.1,0
2150,WP_103965238.1,0
2151,WP_069002876.1,0
2152,WP_119607064.1,0
2153,WP_136565200.1,0
2154,MBA2668590.1,0
2155,WP_072876227.1,0
2156,WP_133869438.1,0
2157,WP_091711797.1,0
2158,WP_011480828.1,0
2159,WP_165316137.1,0
2160,NJN71775.1,0
2161,WP_198954677.1,0
2162,NND15032.1,0
2163,RLW51989.1,0
2164,WP_187091562.1,0
2165,WP_084152175.1,0
2166,OZB47845.1,0
2167,WP_177180281.1,0
2168,WP_127087109.1,0
2169,WP_022952142.1,0
2170,MBK6286502.1,0
2171,WP_143720546.1,0
2172,WP_165569494.1,0
2173,WP_135137822.1,0
2174,WP_074670519.1,0
2175,MBI3169647.1,0
2176,WP_124872876.1,0
2177,WP_071340634.1,0
2178,PPD03817.1,0
2179,OCL31505.1,0
2180,WP_141820479.1,0
2181,WP_058104774.1,0
2182,GCD90968.1,0
2183,TCI04617.1,0
2184,RKV68080.1,0
2185,WP_149143071.1,0
2186,WP_051929334.1,0
2187,PKM93939.1,0
2188,WP_119361077.1,0
2189,WP_021602907.1,0
2190,MBK7721633.1,0
2191,WP_121804453.1,0
2192,WP_125037918.1,0
2193,WP_100816613.1,0
2194,WP_148360901.1,0
2195,PPD56382.1,0
2196,HEC60123.1,0
2197,WP_063843395.1,0
2198,WP_135665007.1,0
2199,RNC92400.1,0
2200,NJM82414.1,0
2201,WP_165217352.1,0
2202,WP_108422451.1,0
2203,WP_083196626.1,0
2204,HEA20517.1,0
2205,WP_192393306.1,0
2206,WP_091621323.1,0
2207,NVJ85286.1,0
2208,WP_114797666.1,0
2209,WP_200248603.1,0
2210,WP_043983182.1,0
2211,HFG20227.1,0
2212,WP_036181461.1,0
2213,WP_099190787.1,0
2214,WP_179710205.1,0
2215,WP_191192933.1,0
2216,WP_109775225.1,0
2217,WP_091608290.1,0
2218,WP_133674207.1,0
2219,MBK7622753.1,0
2220,MBK8437027.1,0
2221,WP_190544830.1,0
2222,WP_174238388.1,0
2223,MBK8078729.1,0
2224,CAA9440814.1,0
2225,WP_099542687.1,0
2226,WP_028488441.1,0
2227,NDL66526.1,0
2228,WP_020167003.1,0
2229,WP_152131861.1,0
2230,PJE48158.1,0
2231,WP_020558907.1,0
2232,MBK9100653.1,0
2233,WP_090159140.1,0
2234,NTW40190.1,0
2235,MBD5106586.1,0
2236,WP_160874829.1,0
2237,WP_071798325.1,0
2238,WP_066981781.1,0
2239,NOX43053.1,0
2240,WP_024850646.1,0
2241,WP_083658851.1,0
2242,MBK8730188.1,0
2243,PIW72228.1,0
2244,MBI9010679.1,0
2245,NNC61753.1,0
2246,MBA3417573.1,0
2247,WP_178372931.1,0
2248,MBK6873369.1,0
2249,WP_133688513.1,0
2250,MBI1220230.1,0
2251,WP_013762724.1,0
2252,TQJ50799.1,0
2253,WP_078363925.1,0
2254,WP_179383103.1,0
2255,PWJ52695.1,0
2256,WP_055829551.1,0
2257,WP_067776450.1,0
2258,WP_036380595.1,0
2259,ODB99769.1,0
2260,WP_133642970.1,0
2261,WP_184030183.1,0
2262,PKM49635.1,0
2263,WP_064038021.1,0
2264,WP_123378490.1,0
2265,WP_066118287.1,0
2266,WP_019488583.1,0
2267,WP_154552639.1,0
2268,WP_055871020.1,0
2269,WP_009198395.1,0
2270,WP_071156972.1,0
2271,WP_103332731.1,0
2272,OYU41240.1,0
2273,WP_179762998.1,0
2274,WP_064041610.1,0
2275,WP_105187384.1,0
2276,NNL38752.1,0
2277,WP_012692553.1,0
2278,MAU17749.1,0
2279,WP_076546517.1,0
2280,WP_115624004.1,0
2281,OJG05807.1,0
2282,WP_158855491.1,0
2283,SPD85207.1,0
2284,NHF58859.1,0
2285,WP_109837884.1,0
2286,WP_198409856.1,0
2287,WP_146049399.1,0
2288,WP_045801574.1,0
2289,MBA4259092.1,0
2290,WP_066099780.1,0
2291,MBC7309185.1,0
2292,MAU26640.1,0
2293,TVQ08631.1,0
2294,NCA87380.1,0
2295,NUQ32665.1,0
2296,WP_197680554.1,0
2297,WP_198949914.1,0
2298,NUO35495.1,0
2299,NUO90840.1,0
2300,NNK35642.1,0
2301,NYG03235.1,0
2302,NUR82390.1,0
2303,WP_033157038.1,0
2304,WP_114672786.1,0
2305,WP_088108779.1,0
2306,WP_118838751.1,0
2307,WP_190810172.1,0
2308,MBF0470917.1,0
2309,WP_166171897.1,0
2310,WP_118154185.1,0
2311,WP_121193679.1,0
2312,WP_018526114.1,0
2313,PJA32849.1,0
2314,WP_173292190.1,0
2315,WP_166249527.1,0
2316,WP_023495116.1,0
2317,POR03582.1,0
2318,MBE6483694.1,0
2319,RKS73878.1,0
2320,WP_100880713.1,0
2321,NQZ44768.1,0
2322,WP_116216491.1,0
2323,NUR08415.1,0
2324,WP_062057238.1,0
2325,NLW98793.1,0
2326,WP_163420564.1,0
2327,WP_187036980.1,0
2328,WP_052462311.1,0
2329,WP_170981452.1,0
2330,KQV67904.1,0
2331,QEE36054.1,0
2332,WP_110234210.1,0
2333,NNK20198.1,0
2334,PTT88909.1,0
2335,WP_119640592.1,0
2336,WP_141845468.1,0
2337,WP_154592772.1,0
2338,OIP82426.1,0
2339,PKB31229.1,0
2340,WP_111299512.1,0
2341,WP_048700490.1,0
2342,NBH14667.1,0
2343,OIQ00461.1,0
2344,WP_179519560.1,0
2345,NYG55906.1,0
2346,HAI84819.1,0
2347,WP_179241803.1,0
2348,WP_113038249.1,0
2349,WP_045981561.1,0
2350,MBL0353712.1,0
2351,RKX78813.1,0
2352,NNJ68607.1,0
2353,WP_192375222.1,0
2354,WP_037282632.1,0
2355,WP_019895579.1,0
2356,NDP47263.1,0
2357,WP_094584077.1,0
2358,WP_014702873.1,0
2359,WP_064031674.1,0
2360,WP_163632132.1,0
2361,OYY99438.1,0
2362,MBK9725995.1,0
2363,WP_138759151.1,0
2364,TXI44814.1,0
2365,MSZ42328.1,0
2366,AUD65847.1,0
2367,MBK8458851.1,0
2368,CCH71607.1,0
2369,MBE7725676.1,0
2370,MBK8732180.1,0
2371,NJA06427.1,0
2372,QCX02074.1,0
2373,WP_139077171.1,0
2374,MBH8554230.1,0
2375,WP_138564629.1,0
2376,WP_137109638.1,0
2377,MBA3908550.1,0
2378,WP_172261898.1,0
2379,OYY45048.1,0
2380,QLQ20440.1,0
2381,MBA3529433.1,0
2382,SPS05648.1,0
2383,WP_027065715.1,0
2384,WP_191154184.1,0
2385,NBZ88580.1,0
2386,WP_130614805.1,0
2387,WP_015831204.1,0
2388,WP_015904285.1,0
2389,HAF77834.1,0
2390,WP_021692744.1,0
2391,WP_101052147.1,0
2392,WP_107764368.1,0
2393,WP_136854875.1,0
2394,WP_027876339.1,0
2395,WP_015070107.1,0
2396,PIE27783.1,0
2397,WP_115923869.1,0
2398,MTM67494.1,0
2399,HAX71991.1,0
2400,MBH8572285.1,0
2401,WP_108245761.1,0
2402,PKO54074.1,0
2403,NTV87541.1,0
2404,MTM43186.1,0
2405,WP_051750411.1,0
2406,WP_119386418.1,0
2407,WP_054008347.1,0
2408,WP_013443468.1,0
2409,WP_136689778.1,0
2410,NBO20877.1,0
2411,KAF0174607.1,0
2412,WP_172623932.1,0
2413,NVK49640.1,0
2414,WP_194742808.1,0
2415,OHC57621.1,0
2416,HDZ05343.1,0
2417,WP_130865152.1,0
2418,WP_092692245.1,0
2419,WP_036157377.1,0
2420,ABL80781.1,0
2421,WP_049774267.1,0
2422,WP_129427392.1,0
2423,PVV10472.1,0
2424,WP_190612368.1,0
2425,NCC75866.1,0
2426,NJN76059.1,0
2427,WP_118914957.1,0
2428,WP_108716277.1,0
2429,MBI4940604.1,0
2430,WP_093975142.1,0
2431,WP_091471206.1,0
2432,WP_165046632.1,0
2433,MBI4932837.1,0
2434,WP_166119030.1,0
2435,QCW52402.1,0
2436,MBK9475596.1,0
2437,WP_075585123.1,0
2438,WP_017294629.1,0
2439,NMD37698.1,0
2440,WP_187366821.1,0
2441,WP_094996977.1,0
2442,NJM30821.1,0
2443,WP_162084825.1,0
2444,WP_148911156.1,0
2445,NOT06466.1,0
2446,WP_147127089.1,0
2447,WP_104934655.1,0
2448,KRE61627.1,0
2449,WP_006173186.1,0
2450,WP_125222013.1,0
2451,WP_129665994.1,0
2452,WP_067544233.1,0
2453,WP_189411485.1,0
2454,OGO58154.1,0
2455,WP_127897662.1,0
2456,WP_127136328.1,0
2457,NTW96121.1,0
2458,PKK93325.1,0
2459,WP_094512259.1,0
2460,PZV21812.1,0
2461,MBJ7901184.1,0
2462,WP_147742257.1,0
2463,WP_076489147.1,0
2464,WP_108500659.1,0
2465,WP_130295132.1,0
2466,WP_082589422.1,0
2467,WP_161766096.1,0
2468,WP_080461720.1,0
2469,WP_108894923.1,0
2470,RPG28671.1,0
2471,WP_103257268.1,0
2472,WP_140003822.1,0
2473,OPL08867.1,0
2474,GAK32154.1,1
2475,PKO52816.1,0
2476,PKO92226.1,0
2477,WP_149587399.1,0
2478,WP_108483119.1,0
2479,RZT88743.1,0
2480,WP_015775078.1,0
2481,MTB27672.1,0
2482,WP_180132322.1,0
2483,MBK8771407.1,0
2484,WP_133391847.1,0
2485,WP_100627432.1,0
2486,MBL7806560.1,0
2487,OYZ58298.1,0
2488,KJK13475.1,0
2489,WP_009481370.1,0
2490,AKT52637.1,0
2491,MBB3325434.1,0
2492,WP_004033958.1,0
2493,MBI1284521.1,0
2494,NND90148.1,0
2495,WP_185464299.1,0
2496,WP_152179416.1,0
2497,HHU38024.1,0
2498,WP_047540792.1,0
2499,WP_198423524.1,0
2500,MBK9739728.1,0
2501,WP_129764188.1,0
2502,WP_156188147.1,0
2503,MBD3822631.1,0
2504,WP_106143680.1,0
2505,WP_139597842.1,0
2506,MBD5097817.1,0
2507,WP_138256810.1,0
2508,HAX73164.1,0
2509,MBK7610808.1,0
2510,WP_150415749.1,0
2511,MBA8804408.1,0
2512,WP_182539917.1,0
2513,NEK57163.1,0
2514,WP_154917873.1,0
2515,WP_119950846.1,0
2516,WP_112377804.1,0
2517,WP_040657859.1,0
2518,WP_138316279.1,0
2519,WP_091901234.1,0
2520,WP_070191199.1,0
2521,WP_201939658.1,0
2522,WP_161881682.1,0
2523,WP_138275290.1,0
2524,WP_017177933.1,0
2525,PIV89236.1,0
2526,MBI1171532.1,0
2527,MBK6442776.1,0
2528,WP_138315460.1,0
2529,WP_201930962.1,0
2530,MBA4324237.1,0
2531,WP_082600270.1,0
2532,WP_109667941.1,0
2533,WP_142835467.1,0
2534,PWK60604.1,0
2535,WP_028577753.1,0
2536,KLO64060.1,0
2537,WP_049638923.1,0
2538,NND75397.1,0
2539,WP_194886089.1,0
2540,MBD0352064.1,0
2541,OGT04034.1,0
2542,MBA2509542.1,0
2543,WP_156170185.1,0
2544,WP_192140339.1,0
2545,WP_008027609.1,0
2546,ODT57841.1,0
2547,WP_204331463.1,0
2548,WP_109660504.1,0
2549,WP_181686013.1,0
2550,WP_197211607.1,0
2551,WP_057955136.1,0
2552,MBK6300117.1,0
2553,WP_119884823.1,0
2554,OIO71661.1,0
2555,GGK56546.1,0
2556,WP_176619187.1,0
2557,WP_046000658.1,0
2558,WP_136394591.1,0
2559,WP_189579644.1,0
2560,WP_040727375.1,0
2561,MBI1351042.1,0
2562,NCN88971.1,0
2563,MBK7272443.1,0
2564,WP_114128627.1,0
2565,MBL0003674.1,0
2566,WP_058862830.1,0
2567,MBD0287292.1,0
2568,WP_133395739.1,0
2569,WP_068485438.1,0
2570,OZA29504.1,0
2571,MBD0367783.1,0
2572,HCQ65873.1,0
2573,MBL9049595.1,0
2574,WP_144255267.1,0
2575,ODU11059.1,0
2576,WP_123642427.1,0
2577,WP_179900595.1,0
2578,WP_138115671.1,0
2579,TQN41993.1,0
2580,WP_103062387.1,0
2581,MSW93776.1,0
2582,WP_088339844.1,0
2583,MBD0295139.1,0
2584,MBL9061254.1,0
2585,HCD05222.1,0
2586,WP_079511359.1,0
2587,MBD0279072.1,0
2588,MBC7479277.1,0
2589,WP_061787838.1,0
2590,WP_193644042.1,0
2591,OIP18391.1,0
2592,WP_048543708.1,0
2593,PLX89957.1,0
2594,WP_055658327.1,0
2595,WP_182560850.1,0
2596,WP_129456017.1,0
2597,WP_188032041.1,0
2598,MAK65765.1,0
2599,WP_090288519.1,0
2600,WP_084412850.1,0
2601,WP_101919514.1,0
2602,AUD63804.1,0
2603,WP_159522402.1,0
2604,WP_159624168.1,0
2605,WP_014845914.1,0
2606,OIQ05123.1,0
2607,MBL1457507.1,0
2608,NKQ35975.1,0
2609,MBR07818.1,0
2610,WP_159813911.1,0
2611,WP_135429281.1,0
2612,WP_111558221.1,0
2613,WP_126376932.1,0
2614,HAO23664.1,0
2615,TNF23294.1,0
2616,WP_111767235.1,0
2617,OHC44154.1,0
2618,WP_161925155.1,0
2619,MAT03961.1,0
2620,WP_069295307.1,0
2621,WP_140011662.1,0
2622,WP_073454499.1,0
2623,MXQ09344.1,0
2624,WP_181392138.1,0
2625,WP_161971788.1,0
2626,WP_134774664.1,0
2627,WP_055664168.1,0
2628,WP_085853092.1,0
2629,QQS02577.1,0
2630,WP_085877656.1,0
2631,WP_018986509.1,0
2632,HBU15795.1,0
2633,WP_142024662.1,0
2634,TFV94257.1,0
2635,WP_126382788.1,0
2636,TAE60816.1,0
2637,WP_014706766.1,0
2638,WP_092533740.1,0
2639,OUC05667.1,0
2640,WP_029146691.1,0
2641,WP_184511222.1,0
2642,MAL50022.1,0
2643,MBL8561772.1,0
2644,QEH94342.1,0
2645,WP_166401868.1,0
2646,NBT30680.1,0
2647,WP_194754143.1,0
2648,MBD1203423.1,0
2649,CAA9275894.1,0
2650,WP_051286987.1,0
2651,PPD11440.1,0
2652,MAP27893.1,0
2653,WP_090480886.1,0
2654,WP_008526809.1,0
2655,WP_127140224.1,0
2656,WP_029935240.1,0
2657,NQU64368.1,0
2658,WP_073419236.1,0
2659,WP_113926220.1,0
2660,WP_156073562.1,0
2661,WP_168622124.1,0
2662,KFC15749.1,0
2663,SDO17386.1,0
2664,WP_087104796.1,0
2665,WP_080462265.1,0
2666,WP_014454804.1,0
2667,WP_092607286.1,0
2668,WP_084060329.1,0
2669,AWN23694.1,0
2670,WP_192623042.1,0
2671,GGO95199.1,0
2672,OIO57395.1,0
2673,PKM63525.1,0
2674,WP_116771385.1,0
2675,OYY11768.1,0
2676,WP_162142685.1,0
2677,ODU13347.1,0
2678,WP_166608593.1,0
2679,WP_112114525.1,0
2680,CED90146.1,0
2681,HGG71768.1,0
2682,MBC7156752.1,0
2683,WP_149273323.1,0
2684,WP_002537044.1,0
2685,WP_096382009.1,0
2686,KPQ20099.1,0
2687,WP_006860455.1,0
2688,HBU77771.1,0
2689,WP_121032145.1,0
2690,WP_159302424.1,0
2691,WP_117527311.1,0
2692,PIY28104.1,0
2693,HHX82898.1,0
2694,WP_104432975.1,0
2695,MBK8440613.1,0
2696,HHS94788.1,0
2697,MBK8866890.1,0
2698,MBK6998827.1,0
2699,WP_198915874.1,0
2700,WP_129474294.1,0
2701,WP_119476125.1,0
2702,WP_128117437.1,0
2703,WP_142221502.1,0
2704,PZA02695.1,0
2705,WP_188525731.1,0
2706,WP_024281907.1,0
2707,WP_087247571.1,0
2708,WP_166581282.1,0
2709,MBK8469429.1,0
2710,WP_117622166.1,0
2711,WP_108969270.1,0
2712,NBI82884.1,0
2713,WP_135510393.1,0
2714,WP_032386287.1,0
2715,PKM70095.1,0
2716,MAO16832.1,0
2717,WP_099572143.1,0
2718,NBH78041.1,0
2719,WP_115383560.1,0
2720,WP_155560914.1,0
2721,WP_073333326.1,0
2722,WP_182782285.1,0
2723,MBE2277934.1,0
2724,MBE6474554.1,0
2725,WP_191539890.1,0
2726,WP_185797776.1,0
2727,WP_110323469.1,0
2728,MBL7760042.1,0
2729,WP_187023452.1,0
2730,WP_032390344.1,0
2731,WP_149737799.1,0
2732,WP_111818854.1,0
2733,WP_158398217.1,0
2734,NJS38497.1,0
2735,WP_067941310.1,0
2736,SIQ28016.1,0
2737,WP_182816217.1,0
2738,NBV09932.1,0
2739,WP_094682157.1,0
2740,WP_164710460.1,0
2741,WP_126593144.1,0
2742,WP_102343025.1,0
2743,WP_028461969.1,0
2744,AXV07251.1,0
2745,WP_015746983.1,0
2746,WP_114348011.1,0
2747,NLE18315.1,0
2748,WP_118042911.1,0
2749,NQV11244.1,0
2750,WP_006772537.1,0
2751,WP_113992990.1,0
2752,WP_197704575.1,0
2753,MBK9256035.1,0
2754,MBE2208511.1,0
2755,SOD71394.1,0
2756,WP_154255947.1,0
2757,WP_092190335.1,0
2758,WP_094644023.1,0
2759,WP_027860318.1,0
2760,MTD13346.1,0
2761,WP_013492632.1,0
2762,WP_055650833.1,0
2763,RZL78318.1,0
2764,WP_127657396.1,0
2765,WP_114609851.1,0
2766,WP_204144606.1,0
2767,WP_154767930.1,0
2768,WP_091115639.1,0
2769,WP_068381675.1,0
2770,WP_127843056.1,0
2771,WP_158405287.1,0
2772,WP_064659212.1,0
2773,WP_094718150.1,0
2774,WP_184495653.1,0
2775,WP_187177040.1,0
2776,SCX12401.1,0
2777,WP_097773828.1,0
2778,WP_124843077.1,0
2779,WP_131167700.1,0
2780,HCT62719.1,0
2781,WP_117477035.1,0
2782,WP_015582922.1,0
2783,MBI1416002.1,0
2784,HES76000.1,0
2785,MBI3137667.1,0
2786,WP_172191878.1,0
2787,WP_157965477.1,0
2788,WP_015011493.1,0
2789,WP_166669373.1,0
2790,SHJ06017.1,0
2791,WP_109323470.1,0
2792,RKJ76787.1,0
2793,WP_194784962.1,0
2794,WP_133555248.1,0
2795,WP_117506014.1,0
2796,WP_142205284.1,0
2797,WP_084140603.1,0
2798,PKN42892.1,0
2799,NYI11736.1,0
2800,WP_117929615.1,0
2801,WP_083454632.1,0
2802,WP_166858120.1,0
2803,HGG29970.1,0
2804,WP_071800357.1,0
2805,WP_002534463.1,0
2806,WP_078785578.1,0
2807,WP_179533276.1,0
2808,NBK14866.1,0
2809,WP_149794506.1,0
2810,WP_094715017.1,0
2811,WP_032375441.1,0
2812,WP_071348675.1,0
2813,WP_154252445.1,0
2814,WP_159900086.1,0
2815,WP_130312620.1,1
2816,WP_117476333.1,0
2817,SCH69451.1,0
2818,CCZ57843.1,0
2819,WP_111394603.1,0
2820,WP_142185447.1,0
2821,WP_201011188.1,0
2822,MBI2731246.1,0
2823,WP_125171683.1,0
2824,WP_117633208.1,0
2825,WP_098469216.1,0
2826,WP_094612392.1,0
2827,WP_032390530.1,0
2828,WP_057472825.1,0
2829,RZU25788.1,1
2830,WP_002519060.1,0
2831,WP_124933060.1,0
2832,TBH70805.1,0
2833,WP_029467571.1,0
2834,NNL18576.1,0
2835,PFG20196.1,0
2836,WP_112148733.1,0
2837,WP_086615841.1,0
2838,WP_002523850.1,0
2839,WP_117534437.1,0
2840,WP_156073608.1,0
2841,WP_053587820.1,0
2842,WP_142178546.1,0
2843,SFA77240.1,0
2844,WP_091845616.1,0
2845,WP_172121220.1,0
2846,MBA2349316.1,0
2847,WP_129873257.1,0
2848,WP_032381355.1,0
2849,MBL9073608.1,0
2850,WP_018301975.1,0
2851,WP_154259406.1,0
2852,WP_032407292.1,0
2853,WP_032400255.1,0
2854,WP_071346205.1,0
2855,WP_144857269.1,0
2856,SEN48232.1,0
2857,WP_043563545.1,0
2858,WP_117535006.1,0
2859,WP_032369665.1,0
2860,CBK98444.1,0
2861,WP_115967045.1,0
2862,WP_197161807.1,0
2863,WP_002605434.1,0
2864,WP_002529936.1,0
2865,WP_156065048.1,0
2866,PZU34443.1,0
2867,WP_091193376.1,0
2868,HHU10173.1,0
2869,SDI81045.1,0
2870,WP_117529827.1,0
2871,WP_087385218.1,0
2872,WP_167674837.1,0
2873,WP_189633027.1,0
2874,SCH85911.1,0
2875,WP_085525990.1,0
2876,WP_156069217.1,0
2877,WP_202711708.1,0
2878,WP_166087110.1,0
2879,WP_112121393.1,0
2880,WP_051408451.1,0
2881,WP_135838623.1,0
2882,WP_014598491.1,0
2883,KIQ10205.1,0
2884,RHW03505.1,0
2885,WP_032365344.1,0
2886,WP_002520435.1,0
2887,WP_094668797.1,0
2888,WP_167329648.1,0
2889,WP_026426354.1,0
2890,WP_027498104.1,0
2891,WP_097793581.1,0
2892,WP_146287724.1,0
2893,NIL74261.1,0
2894,KRB45443.1,0
2895,WP_056069631.1,0
2896,WP_157623181.1,0
2897,WP_156058819.1,0
2898,OYX20962.1,0
2899,WP_120079949.1,0
2900,WP_094629570.1,0
2901,WP_016322803.1,0
2902,WP_032394055.1,0
2903,WP_088921822.1,0
2904,WP_002515509.1,0
2905,WP_008732155.1,0
2906,WP_017194130.1,0
2907,WP_144803219.1,0
2908,WP_191398569.1,0
2909,WP_026408174.1,0
2910,WP_200937821.1,0
2911,WP_117554845.1,0
2912,WP_157610894.1,0
2913,WP_147609057.1,0
2914,OYU19481.1,0
2915,WP_026410640.1,0
2916,KRF41296.1,0
2917,WP_094692799.1,0
2918,WP_118528581.1,0
2919,WP_093416609.1,0
2920,WP_042576421.1,0
2921,WP_045840725.1,0
2922,MAN87811.1,0
2923,MBK8518158.1,0
2924,WP_097771698.1,0
2925,WP_068052936.1,0
2926,WP_005945042.1,0
2927,WP_171326265.1,0
2928,WP_139978965.1,0
2929,WP_002530500.1,0
2930,SIN96777.1,0
2931,WP_094641225.1,0
2932,OAK52888.1,0
2933,WP_094681052.1,0
2934,ASJ72644.1,0
2935,WP_094659325.1,0
2936,WP_156076422.1,0
2937,WP_003788426.1,0
2938,WP_156069969.1,0
2939,WP_119835420.1,0
2940,HAH36166.1,0
2941,WP_186850238.1,0
2942,WP_055186454.1,0
2943,WP_158396124.1,0
2944,WP_174551446.1,0
2945,WP_048316000.1,0
2946,WP_097781452.1,0
2947,HAP96824.1,0
2948,WP_089261007.1,0
2949,OHC84444.1,0
2950,WP_074226122.1,0
2951,WP_014684297.1,0
2952,WP_089375308.1,0
2953,WP_098924105.1,0
2954,MBA4198131.1,0
2955,WP_121117293.1,0
2956,WP_094646984.1,0
2957,WP_166283595.1,0
2958,OGS57842.1,0
2959,MBL0024001.1,0
2960,WP_070512364.1,0
2961,WP_135040960.1,0
2962,WP_118173785.1,0
2963,WP_094688016.1,0
2964,WP_045199169.1,0
2965,WP_106492759.1,0
2966,WP_094685193.1,0
2967,WP_197150237.1,0
2968,WP_019882762.1,0
2969,WP_024929131.1,0
2970,WP_145224517.1,0
2971,WP_098816676.1,0
2972,MAL13983.1,0
2973,WP_156069241.1,0
2974,WP_032506087.1,0
2975,WP_078784736.1,0
2976,WP_092373013.1,0
2977,WP_002526264.1,0
2978,WP_094628400.1,0
2979,WP_094710153.1,0
2980,RVT85745.1,0
2981,PJC13923.1,0
2982,WP_097771421.1,0
2983,WP_114328692.1,0
2984,WP_072805549.1,0
2985,WP_121873305.1,0
2986,SCJ43499.1,0
2987,WP_020112622.1,0
2988,WP_002517858.1,0
2989,OIP20007.1,0
2990,MBD9050060.1,0
2991,WP_117961366.1,0
2992,VUX11629.1,0
2993,WP_158402980.1,0
2994,MBF9059515.1,0
2995,WP_094666449.1,0
2996,WP_097773141.1,0
2997,ESW61295.1,0
2998,MBA4350831.1,0
2999,MBA3531506.1,0
3000,WP_037191456.1,0
3001,MBL8504756.1,0
3002,SEB52466.1,0
3003,MBL7743221.1,0
3004,WP_144367191.1,0
3005,WP_186851176.1,0
3006,NGZ45142.1,0
3007,WP_002525844.1,0
3008,BBB61866.1,1
3009,MBD9049451.1,0
3010,MBC7638789.1,0
3011,WP_175539788.1,0
3012,WP_025871863.1,0
3013,WP_005934842.1,0
3014,TAE17838.1,0
3015,WP_063216020.1,0
3016,WP_087386070.1,0
3017,WP_162062006.1,1
3018,WP_047517342.1,0
3019,WP_075415897.1,0
3020,WP_179462984.1,0
3021,WP_195393720.1,0
3022,WP_094633891.1,0
3023,NYG37647.1,0
3024,PWM57723.1,0
3025,WP_006547890.1,0
3026,WP_002525030.1,0
3027,WP_156182637.1,0
3028,KGF00712.1,0
3029,WP_175557936.1,0
3030,WP_014166907.1,0
3031,NBI62086.1,0
3032,WP_156066755.1,0
3033,WP_101638373.1,0
3034,CAA9299713.1,0
3035,WP_164611757.1,0
3036,WP_016667410.1,0
3037,WP_037141174.1,0
3038,WP_087940110.1,0
3039,WP_076139139.1,0
3040,MBD9338438.1,0
3041,WP_094713739.1,0
3042,WP_019665441.1,0
3043,WP_181409448.1,0
3044,WP_100197765.1,0
3045,WP_118554063.1,0
3046,MBI2272738.1,0
3047,NCD20452.1,0
3048,WP_094652130.1,0
3049,WP_055190957.1,0
3050,WP_201444344.1,0
3051,WP_149407572.1,0
3052,WP_194708092.1,0
3053,WP_202725163.1,0
3054,MSY85415.1,0
3055,WP_117890229.1,0
3056,NJK44483.1,0
3057,WP_154277082.1,0
3058,CUQ73371.1,0
3059,WP_117525378.1,0
3060,WP_191429545.1,0
3061,WP_118634478.1,0
3062,WP_117705061.1,0
3063,OYU54137.1,0
3064,WP_118188117.1,0
3065,WP_122262131.1,0
3066,CAE7486385.1,0
3067,WP_173885824.1,0
3068,WP_195937190.1,0
3069,WP_173734266.1,0
3070,WP_055148228.1,0
3071,RKI70057.1,0
3072,WP_112145073.1,0
3073,WP_118576588.1,0
3074,WP_033188039.1,0
3075,WP_117579333.1,0
3076,MBI2284843.1,0
3077,OYY50915.1,0
3078,WP_203750114.1,0
3079,RTL58472.1,0
3080,NNE77101.1,0
3081,WP_048684459.1,0
3082,WP_051612929.1,0
3083,PWM75622.1,0
3084,MBK8349633.1,0
3085,CDD98317.1,0
3086,WP_097189101.1,0
3087,WP_097840133.1,0
3088,WP_094732096.1,0
3089,WP_094654503.1,0
3090,MST66610.1,0
3091,WP_118106729.1,0
3092,WP_075407361.1,0
3093,MSS58034.1,0
3094,CDB20891.1,0
3095,WP_002543027.1,0
3096,MBE6039577.1,0
3097,WP_136314468.1,0
3098,WP_147680498.1,0
3099,WP_136192031.1,0
3100,WP_004811707.1,0
3101,WP_162042317.1,1
3102,WP_052358249.1,0
3103,WP_112091245.1,0
3104,WP_124111351.1,0
3105,WP_124799127.1,0
3106,WP_105303896.1,0
3107,SOC57494.1,0
3108,GGM84522.1,0
3109,WP_093361640.1,0
3110,KRE74454.1,0
3111,WP_179985340.1,0
3112,HAO61018.1,0
3113,WP_148615740.1,0
3114,WP_147066590.1,0
3115,WP_187007882.1,0
3116,WP_173754464.1,0
3117,WP_174235832.1,0
3118,WP_075374169.1,0
3119,NND43559.1,0
3120,MBL7763963.1,0
